year,country,updated_at,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),Arable land (% of land area),Arable land (hectares per person),"Birth rate, crude (per 1,000 people)",Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),"Death rate, crude (per 1,000 people)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"Inflation, GDP deflator (annual %)","Inflation, consumer prices (annual %)",Land area (sq. km),Land under cereal production (hectares),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Mobile cellular subscriptions (per 100 people),"Mortality rate, infant (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",Net migration,"Official exchange rate (LCU per US$, period average)",Permanent cropland (% of land area),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),"Population, female (% of total population)","Population, total",Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)",Rural population,Rural population (% of total population),Surface area (sq. km),"Total reserves (includes gold, current US$)"
1975,fin,2025-04-03 02:52:37 UTC,27.767,48.4209342495,8.58137168,8.0495091763,0.520392916,13.9,2625.4,89.03,9.3,1.68,210.7729015417,99.4,29475251333.4411,1.8048969391,6256.1024513612,1.354023962,13.5679941223,17.811397234,304590.0,1310900.0,76.14,67.42,71.6736585366,0.0,10.1,7.7,12.3,-3807.0,3.6786666659,0.0065662037,22.0132459721,67.3759458376,10.6108081902,0.4438630757,51.6497819649,4711440.0,22710.6786884689,107.0,1515623.0,32.169,338150.0,548653232.834843
1975,fra,2025-04-03 02:52:37 UTC,33.963,59.7492052231,59.0924199092,31.6546315878,0.3209645239,15.0,3696.6,78.64,10.4,2.09,270.3686609358,84.74,356780728162.766,-1.1243492592,6606.7014674718,-1.5935846442,13.6383320565,11.6859272493,547566.0,9666100.0,76.9,69.0,72.8536585366,0.0,12.3,8.0,15.0,16139.0,4.2877995154,2.9603737266,23.9382516223,62.5981212909,13.4636270868,0.4757008878,51.0287797302,54002853.0,3703.5080350292,200.0,14620732.0,27.074,549086.0,22613021741.1594
1975,grc,2025-04-03 02:52:37 UTC,47.093,56.0189432874,70.7370054306,22.5601241272,0.3214488278,15.7,2424.5,82.98,8.9,2.33,159.1296423659,89.32,28129128586.61,6.3668084558,3109.3794397892,5.3730566689,13.1200009426,13.6287617822,128900.0,1549300.0,75.986,70.891,73.3763658537,0.0,23.1,16.9,26.0,61265.0,32.051325,7.4398758728,23.9591274959,64.0947762199,11.9460962842,0.9386603536,51.0714855672,9046541.0,6411.2902378931,58.0,2990786.0,33.06,131960.0,1291435721.84633
1975,hrv,2025-04-03 02:52:37 UTC,52.717,48.1921351887,42.9976748346,21.6776962976,0.2648706745,14.9,3972.1,72.6,10.1,1.956,151.4207920792,77.04,25650213279.6781,-21.0886706622,5369.1097859068,-19.6019000091,99.2954217925,50.0,55910.0,594024.0,73.49,66.68,70.0019512195,0.0,19.3,13.1,22.1,-7366.0,0.26329825,2.0211053479,21.7694963495,67.4799771258,10.7505265247,0.4759003519,52.0187992658,4512082.0,8238.9640497065,37.7,2532902.0,56.136,56540.0,166800000.0
1975,hun,2025-04-03 02:52:37 UTC,77.013,49.4536281535,75.2473046571,56.9967767033,0.4865032814,18.4,3902.7,90.57,12.4,2.35,296.0748829953,104.56,11383139029.4345,6.2,1079.9404232175,5.5772899357,0.9845601911,3.8421599179,89970.0,3132683.0,72.44,66.29,69.29,0.0,31.9,25.9,35.2,-335.0,43.9713833323,4.0791374903,20.4231701467,66.9103874871,12.6664423661,0.588081809,51.5347978423,10540525.0,569.2316084825,6.0,3981051.0,37.769,93030.0,1815690371.9700897
1975,irl,2025-04-03 02:52:37 UTC,22.149,71.8868727804,70.1916098127,6.641021919,0.143437162,21.1,4070.2,87.5,10.4,3.37,943.2327868852,64.48,9483808362.36934,5.6566465428,2973.4001230171,3.9324445543,20.1333435143,20.8758503402,68890.0,338972.0,74.46,69.175,71.7530487805,0.0,16.9,11.4,20.0,13828.0,0.4520411657,0.0290317898,31.1101771836,58.1778006071,10.7120222092,1.6453536557,49.7436731141,3189550.0,15362.6687150225,49.0,1478867.0,46.366,70280.0,1575311637.76791
1975,ita,2025-04-03 02:52:37 UTC,31.163,57.3767009591,59.5593485431,31.7228247934,0.1682870048,14.9,3302.0,112.55,10.0,2.17,159.6705251876,101.73,228220643534.994,-2.0901629546,4116.4596493305,-2.6731839616,16.9830893989,16.9505025668,294110.0,5124766.0,75.91,69.54,72.6473170732,0.0,20.5,15.9,23.1,43051.0,652.849166666,10.1424637041,24.2998233787,63.5418063775,12.1583702439,0.5972472186,51.3915606712,55441001.0,3291.787606793,182.5,19047865.0,34.357,301340.0,12874206632.0235
1975,ltu,2025-04-03 02:52:37 UTC,21.668,57.2094710834,54.068283344,46.02744097,0.7797057064,15.7,1933.2,47.87,9.5,2.18,54.0727902946,102.78,7921210339.584389,-5.6756629972,2182.691569315,-5.8359881976,228.3367817664,1020.6205652435,62680.0,1141182.0,75.6,66.36,70.8673170732,0.0,17.7,7.2,22.5,8170.0,1.77275,0.7019783025,25.0990560978,63.6093907472,11.291553155,0.8442847145,52.9043606068,3301652.0,4178.2496431191,15.46,1463127.0,44.315,65300.0,107287429.898456
1975,lux,2025-04-03 02:52:37 UTC,21.996,50.7946176887,49.7191644073,24.0827202598,0.1421040568,11.1,5328.8,112.82,12.2,1.55,267.4677419355,87.7,3123333333.33333,-6.5713729245,8701.3047313925,-7.586477105,-0.8552989548,10.7176711339,2574.46,28680.0,73.843,66.923,70.2986097561,0.0,14.1,9.2,16.7,2794.0,36.7789166657,0.3884309719,20.5418449702,66.3153608978,13.142794132,1.0924478394,50.8687206833,358950.0,2785.9033291545,1.0,81492.0,22.703,2590.0,160844597.513581
1975,lva,2025-04-03 02:52:37 UTC,29.564,50.9867407954,40.6575923634,27.1264885018,0.6456701467,14.2,1641.2,71.11,12.2,1.96,99.5260663507,128.96,5608208784.9401,-12.5952217916,2256.7736038705,-12.1807171746,162.5847396354,951.6961948708,62227.0,696700.0,74.16,63.94,68.9253658537,0.0,15.3,7.5,20.8,12166.0,0.7364666667,0.3535442814,21.0133642374,66.2309853466,12.755650416,0.7742845401,54.0249477659,2456130.0,6479.6518277285,16.94,880351.0,35.843,64594.0,526398066.08812094
1975,mlt,2025-04-03 02:52:37 UTC,16.102,51.5110163752,40.625,37.5,0.0394448791,18.8,2009.2,89.82,9.5,2.27,23.5,83.33,474618290.46117294,19.5600808647,1560.1050892479,18.6852567559,5.3632435665,8.7916666662,320.0,2167.0,73.143,69.997,71.5316341463,0.0,19.0,14.2,21.4,-1742.0,0.3847833323,3.125,24.5367753235,66.0018503496,9.4613743269,0.7343925798,52.0724184363,304222.0,165.9971994136,0.0505,31207.0,10.258,320.0,535286332.947107
1975,nld,2025-04-03 02:52:37 UTC,12.435,56.5874780753,61.8216824645,23.9780805687,0.0592331448,13.0,4472.6,58.48,8.3,1.66,784.1111797406,65.09,100397061693.97,0.0020288187,7346.3047476862,-0.8854180391,8.0953876178,10.2174757948,33760.0,244365.0,77.7,71.45,74.4987804878,0.0,10.5,7.7,13.1,68569.0,2.5289916658,1.095971564,25.3468201892,63.8620674632,10.7911123476,0.8913899554,50.2143671416,13666335.0,804.8975822706,11.0,5031535.0,36.817,41530.0,12503850961.6026
1975,pol,2025-04-03 02:52:37 UTC,32.812,50.5667722435,62.7640471449,48.2581866858,0.4345410415,19.0,2487.0,124.09,8.7,2.27,248.3831269873,112.97,65977748210.5263,-7.015578793,1731.2095094382,-7.3447909962,55.2559947975,2.2563176896,306290.0,7864106.0,74.3,67.0,70.5609756098,0.0,24.6,15.7,27.9,-31346.0,0.000332,1.0382317412,24.0499603717,66.4157151728,9.5343244554,0.9935955324,51.3126671254,34015199.0,1575.7661744093,53.6,15211597.0,44.72,312690.0,1223020000.0
1975,prt,2025-04-03 02:52:37 UTC,38.534,60.6296044155,43.2349726776,26.7540983607,0.2692041652,19.8,1137.5,99.32,10.8,2.75,99.9591503268,78.34,19347607843.137295,-4.3476312175,2127.6375072593,-7.9146080169,16.230380464,15.2716857518,91500.0,1408953.0,72.1,64.7,68.3097560976,0.0,35.9,20.8,43.5,42262.0,25.552749999,7.3224043716,27.4298358173,62.2550280826,10.3151361001,3.8004140395,52.1436345701,9093470.0,4178.82282561,38.0,5385244.0,59.221,92120.0,4285387932.5922494
1975,rou,2025-04-03 02:52:37 UTC,73.313,53.8033820649,64.886689242,42.2896587653,0.4574617621,19.6,2446.5,79.5,9.3,2.59,122.8415973719,91.13,38067567567.5676,-12.9182107298,1658.758739,-12.1584413413,195.003978593,230.6224949002,230340.0,6239764.0,71.97,67.37,69.613902439,0.0,34.8,16.4,42.4,9125.0,0.002,3.2951289398,25.3317813981,65.0180763934,9.6501422085,1.2482922062,51.5578540245,21293583.0,1990.2709656707,42.38,12173328.0,57.169,238390.0,903723291.358776
1975,svk,2025-04-03 02:52:37 UTC,47.94,56.5041919011,50.8523908524,32.474012474,0.293316533,20.6,3775.8,98.91,9.5,2.55,61.6869398207,138.03,12915046978.1615,-14.5738038463,2437.1751701084,-14.6399599725,34.6071400834,9.8935051977,48100.0,834438.0,73.936,66.847,70.3050487805,0.0,23.4,12.4,27.1,-4652.0,30.7695833333,1.0187110187,26.0499343186,63.8960593379,10.0540063435,1.0496103881,50.740868752,4739105.0,2366.0616621959,12.6,2546937.0,53.743,49030.0,919587370.951195
1975,svn,2025-04-03 02:52:37 UTC,60.907,52.0868063976,28.0039721946,9.9304865938,0.1001754071,16.6,3230.1,91.69,10.1,2.175,316.775,90.16,19832029087.1272,-8.9001079301,9925.1407104468,-8.9578817561,94.9277875541,42.6229527318,20140.0,114161.0,74.2,66.7,70.3585365854,0.0,15.3,10.5,17.8,2421.0,27.5712,1.7874875869,23.5510547437,65.75191544,10.6970298163,0.9776213927,52.3297780917,1793581.0,9351.3742563228,18.67,1033569.0,57.626,20270.0,112252402.588776
1975,swe,2025-04-03 02:52:37 UTC,28.685,55.7733261535,9.1471565379,7.3697702434,0.3664355307,12.6,3378.1,90.69,10.8,1.77,174.8660892738,95.43,82766182746.4958,2.5528626833,10102.7548636011,2.1462532598,14.5124020104,9.7798739882,407339.7,1529855.0,77.94,72.17,74.9846341463,0.0,8.7,6.7,10.3,16564.0,4.1521916657,0.0098198138,20.6926557627,64.1958435625,15.1115006748,0.3972757346,50.2652624795,8192437.0,20872.9099778247,171.0,1414834.0,17.27,447420.11,3650634590.11819
1975,tur,2025-04-03 02:52:37 UTC,118.741,86.1187897841,49.3250003248,32.3636032899,0.6067260262,36.481,1632.4,43.73,11.617,5.073,35.7784647503,40.47,46042857142.8571,7.1741126898,1121.5432691498,4.9736419584,21.3092400683,21.2273552386,769630.0,13606050.0,63.048,56.558,59.497,0.0,108.5,51.9,158.1,-193829.0,1.44421e-05,3.5783428401,41.4812499116,53.7291270617,4.7896230266,2.0745443694,48.7513070563,41053126.0,5529.4205854141,227.0,23980773.0,58.414,785350.0,1444445641.15843
1976,aut,2025-04-03 02:52:37 UTC,39.676,60.7218576755,38.5785264178,18.4197770238,0.200911371,11.6,4173.9,100.66,12.6,1.69,244.4269736842,89.62,42791707448.03249,4.5784449752,5656.1451383787,4.7633694103,5.6249178651,7.3186854511,82520.0,1024869.0,75.1,68.2,71.5658536585,0.0,18.1,13.2,21.1,8336.0,17.9396666658,1.1875908871,22.752294051,62.219284213,15.028421736,-0.1766722847,52.7741911944,7565525.0,7269.8193449893,55.0,2621379.0,34.649,83879.0,6374077148.29675
1976,bel,2025-04-03 02:52:37 UTC,26.337,56.001006722,45.811492434,28.4178947021,0.0999162069,12.3,8021.4,100.51,12.1,1.73,326.2223557692,98.39,71113882967.6071,5.6527455857,7243.0473411958,5.4641396722,7.5752634682,9.0686098105,30333.0,313300.0,75.49,68.91,72.1197560976,0.0,14.9,10.4,17.6,10360.0,38.6051666657,0.6791283421,21.8302194069,64.102146338,14.0676342551,0.178674447,51.1244502711,9818227.0,1222.2165977625,12.0,530184.0,5.4,33120.0,9173446261.199127
1976,bgr,2025-04-03 02:52:37 UTC,77.36,50.0619104395,56.0245864594,35.6142095273,0.4498436337,16.5,3741.8,135.54,10.1,2.24,166.9680203046,151.96,19839230769.2308,4.90016186,2238.8029578657,4.5511442295,2.8209383683,2.7,110630.0,2269586.0,73.92,68.99,71.3948780488,0.0,23.5,12.5,27.9,-2522.0,0.0029486176470588234,3.4981469764,22.2528387239,66.6391649007,11.1079963753,0.4331634607,50.0790290518,8758599.0,2397.6437327477,21.0,3632541.0,41.474,110990.0,670207829.90459
1976,cyp,2025-04-03 02:52:37 UTC,25.421,61.6198309177,19.2532467532,12.3376623377,0.1721971143,19.278,1462.9,199.72,9.182,2.327,144.0350877193,95.12,576090016.356179,20.2662921731,1157.4114990234,21.2448763265,8.0287444202,3.8543897216,9240.0,62435.0,73.742,68.401,71.04,0.0,29.2,6.1,31.7,-1496.0,0.410495692,6.5476190476,28.8051786016,61.8735952341,9.3212261643,0.3975979878,50.673230297,662032.0,1178.1907823187,0.78,333909.0,50.437,9250.0,332174705.579349
1976,cze,2025-04-03 02:52:37 UTC,66.595,55.8018218429,55.4160735085,43.1215219361,0.3225601908,18.5,4019.5,95.63,12.4,2.39,91.9276710684,125.48,41016881802.4843,-11.6149423495,3969.3673354379,-11.4025060103,36.192388574,11.0865000722,77270.0,1613589.0,74.2,67.04,70.5326829268,0.0,18.0,10.4,20.8,-2727.0,29.1528333333,0.996505759,22.5600117627,64.1841008039,13.2558874334,0.667037111,51.5778953561,10125939.0,1273.0091564693,13.15,2934700.0,28.982,78870.0,4551181360.14625
1976,deu,2025-04-03 02:52:37 UTC,29.082,56.2050173993,53.7278377682,34.620341993,0.1542950038,10.2,3495.7,74.23,12.3,1.45,430.97575908,86.53,521658712132.98096,4.9492584018,6659.1654657602,5.4002121366,3.306194491,4.246631023,349130.0,7816354.0,74.958,68.621,71.7122195122,0.0,16.6,9.2,19.6,-79761.0,2.5179999991,1.3633889955,20.9184789721,64.0184296449,15.063091383,-0.428766875,52.5747658331,78336950.0,1365.8943831742,107.0,21451007.0,27.383,356970.0,45867199927.0955
1976,dnk,2025-04-03 02:52:37 UTC,23.057,56.3182502302,73.325,66.425,0.5237949168,12.9,3302.4,52.82,10.6,1.75,245.2197967633,68.63,44503607444.1687,5.993401989,8773.3396162771,5.727321272,9.28152198,9.0102908356,40000.0,1787311.0,76.69,70.93,73.7397560976,0.0,9.7,6.9,11.7,3182.0,6.045024999,0.25,22.4106113295,63.9720592426,13.6173294279,0.2513507918,50.5225906619,5072596.0,1182.826308265,6.0,882632.0,17.4,42920.0,1085798462.21782
1976,esp,2025-04-03 02:52:37 UTC,24.231,60.3688867475,63.0862541786,31.3409532198,0.4332581065,18.7,1766.2,60.78,8.3,2.77,108.2895829342,56.58,118422534195.474,3.3037914071,3276.9702326049,2.2177724195,16.4899211517,17.6248800527,499570.0,7230878.0,76.68,70.75,73.6426829268,0.0,17.2,11.8,20.2,2804.0,66.9029166661,10.0126108453,27.1947668472,62.3562359093,10.4489972435,1.0568517247,50.9971796712,36137812.0,3077.1093723106,111.2,10757865.0,29.769,505990.0,6626926078.0785
1976,est,2025-04-03 02:52:37 UTC,36.648,51.4007643784,32.4133050248,26.3033734371,0.7272888563,15.1,1403.8,80.74,12.1,2.07,101.0852017937,114.08,4013091682.2914,-7.9998435944,2685.9088928736,-7.5366944589,132.5704289521,89.8119490277,42390.0,426051.0,73.979,64.113,68.9256829268,0.0,17.8,10.5,22.5,6942.0,13.22275,0.2830856334,21.5540206911,66.0498866972,12.3960926118,0.712743107,53.8706963901,1439576.0,8290.4406848648,12.71,459138.0,31.894,45230.0,197501539.80639896
1976,fin,2025-04-03 02:52:37 UTC,26.28,48.3416633654,8.5751337864,8.0826685052,0.5209638265,14.1,2951.8,105.42,9.5,1.7,171.3225557496,107.47,31852352669.641495,0.3443829213,6740.2914531464,0.0423516083,13.1246772092,14.3426930852,304590.0,1360200.0,76.31,67.53,71.8129268293,0.0,9.4,7.1,11.4,-11843.0,3.8644166659,0.0065662037,21.6661183812,67.4119398693,10.9219417495,0.3014486387,51.6620405406,4725664.0,22642.3207405351,107.0,1482252.0,31.366,338150.0,573064058.5355929
1976,fra,2025-04-03 02:52:37 UTC,30.947,59.2933402331,58.4787952503,31.2857262869,0.3158813803,14.6,3440.8,77.77,10.4,2.01,298.0211312825,84.97,368488292816.171,4.3859426571,6794.6173933786,3.944145633,10.8234150973,9.6254957816,547566.0,9512100.0,77.2,69.2,73.1024390244,0.0,11.8,7.8,14.4,59515.0,4.8028783632,2.9329797686,23.6391234842,62.7772633086,13.5836132073,0.4241323853,51.0623563503,54232383.0,3687.8335219015,200.0,14644370.0,27.003,549086.0,19232853329.861095
1976,grc,2025-04-03 02:52:37 UTC,49.718,56.0692686283,70.7137315749,22.4049650892,0.3143178986,16.0,2608.1,76.32,8.9,2.35,170.2596952909,83.94,30719552238.806,6.8518982602,3343.3881944468,5.2050824745,16.4344571867,13.0242794588,128900.0,1538400.0,76.385,71.014,73.634,0.0,22.2,16.5,24.9,89601.0,36.5175833323,7.5562451513,23.7529460299,64.0741111911,12.1729427789,1.5532135629,51.0846531995,9188150.0,6312.4785729445,58.0,2992672.0,32.571,131960.0,1268118820.87712
1976,hrv,2025-04-03 02:52:37 UTC,51.286,48.3143708776,42.9976748346,21.6776962976,0.2648706745,14.8,3972.1,72.6,9.9,1.942,151.4207920792,77.04,25650213279.6781,-21.0886706622,5369.1097859068,-19.6019000091,99.2954217925,50.0,55910.0,594024.0,73.8,67.27,70.4553658537,0.0,19.3,13.1,22.1,-7400.0,0.26329825,2.0211053479,21.5765516487,67.4243451632,10.9991031881,0.5272328266,52.0046153005,4535934.0,8238.9640497065,37.7,2515402.0,55.455,56540.0,166800000.0
1976,hun,2025-04-03 02:52:37 UTC,77.268,50.6583811271,75.1195108394,56.7871039466,0.4819469449,17.5,3686.2,87.38,12.5,2.23,271.7204385278,101.24,13192437321.2442,3.6,1244.7249143685,3.0315755448,5.7660884325,5.2283983331,89950.0,3078339.0,72.59,66.7,69.5731707317,0.0,29.5,24.0,32.5,-472.0,41.5752666657,4.0355753196,20.7725029806,66.3753278572,12.8521691622,0.5501829888,51.5299603141,10598677.0,566.1083925852,6.0,3958606.0,37.35,93030.0,1815690371.9700897
1976,irl,2025-04-03 02:52:37 UTC,21.406,71.5873171481,70.4311220787,6.8805341849,0.146384398,20.9,3581.5,90.93,10.5,3.29,1028.5210970464,60.96,9453756014.71837,1.3948072857,2919.5830869562,-0.1238993907,21.0229253999,17.9856958613,68890.0,349855.0,74.477,69.361,71.8566097561,0.0,16.1,10.8,19.1,14200.0,0.5565098323,0.0290317898,30.99939707,58.2793528004,10.7212501295,1.5091455752,49.7338001897,3238050.0,15132.564352002,49.0,1490313.0,46.025,70280.0,1878730372.3754
1976,ita,2025-04-03 02:52:37 UTC,29.348,57.2800318409,59.6001496039,31.8384277991,0.1680598066,14.0,3206.0,105.12,9.9,2.04,153.2041862452,97.75,225235205861.828,7.1253851561,4042.3948246379,6.5923197452,17.4542759301,16.6141664726,294110.0,5145201.0,76.27,69.87,72.9919512195,0.0,18.8,14.8,21.1,40885.0,832.3349999997,10.1628642345,24.0537379987,63.5808612155,12.3654007857,0.4988510583,51.4035001739,55718260.0,3275.4073799146,182.5,19031129.0,34.156,301340.0,14337537090.5835
1976,ltu,2025-04-03 02:52:37 UTC,22.901,56.1666483695,54.068283344,46.02744097,0.7797057064,15.7,1933.2,47.87,9.6,2.18,54.0727902946,102.78,7921210339.584389,-5.6756629972,2182.691569315,-5.8359881976,228.3367817664,1020.6205652435,62680.0,1141182.0,75.87,66.28,70.9580487805,0.0,17.8,7.2,22.7,8581.0,1.77275,0.7019783025,24.6196648707,64.0341692515,11.3461658778,0.8148073017,52.8847056219,3328664.0,4178.2496431191,15.46,1434155.0,43.085,65300.0,107287429.898456
1976,lux,2025-04-03 02:52:37 UTC,19.897,50.1356806926,49.7191644073,24.0827202598,0.1421040568,10.9,5328.8,112.82,12.5,1.48,267.4677419355,87.7,3423586206.89655,2.5343339451,9490.6903118849,2.0281017423,12.215694124,9.7973464372,2574.46,28680.0,73.707,66.421,69.9751463415,0.0,13.4,8.8,15.8,2802.0,38.6051666657,0.3884309719,20.1984424153,66.606485768,13.1950718167,0.4949425192,50.9162027813,360731.0,2772.1487756805,1.0,79841.0,22.133,2590.0,160844597.513581
1976,lva,2025-04-03 02:52:37 UTC,30.643,50.7841604531,40.6575923634,27.1264885018,0.6456701467,14.0,1641.2,71.11,12.3,1.93,99.5260663507,128.96,5608208784.9401,-12.5952217916,2256.7736038705,-12.1807171746,162.5847396354,951.6961948708,62227.0,696700.0,74.39,63.96,69.047804878,0.0,15.3,7.5,20.8,8870.0,0.7364666667,0.3535442814,20.8323534519,66.3199741595,12.8476723886,0.6031534877,54.0219393597,2470989.0,6479.6518277285,16.94,869146.0,35.174,64594.0,526398066.08812094
1976,mlt,2025-04-03 02:52:37 UTC,15.52,50.7828256678,40.625,37.5,0.0392446709,18.6,2470.9,84.18,9.7,2.21,24.5833333333,83.07,527936936.221412,17.0170895648,1726.5592765291,16.4231524642,5.0267058745,0.5515128303,320.0,2202.0,72.967,70.043,71.4693414634,0.0,18.0,13.5,20.2,-1641.0,0.4251358323,3.125,24.1155312181,66.3205442518,9.5639245301,0.5088568938,51.9565385969,305774.0,165.1546567072,0.0505,31339.0,10.249,320.0,655371838.847585
1976,nld,2025-04-03 02:52:37 UTC,11.125,55.4546443615,61.6084123223,24.1084123223,0.0590894304,12.9,4779.9,58.46,8.3,1.63,780.9006020396,66.5,109329386564.427,4.4563095327,7937.35246714,3.6395443788,8.9932364557,8.830651586,33760.0,240089.0,77.92,71.53,74.6470731707,0.0,10.1,7.2,12.6,18774.0,2.6439416657,1.0663507109,24.7743920435,64.3274425808,10.8981653756,0.784993389,50.2403015326,13774037.0,798.60392418,11.0,5027799.0,36.502,41530.0,12498495535.4082
1976,pol,2025-04-03 02:52:37 UTC,35.131,50.7734510441,62.6824251526,48.1994188514,0.4297028493,19.6,2685.6,133.49,8.9,2.3,242.9163449163,117.93,65977748210.5263,-7.015578793,1731.2095094382,-7.3447909962,55.2559947975,4.4130626655,306290.0,7768569.0,74.6,66.9,70.656097561,0.0,23.8,15.3,27.0,-25716.0,0.000332,1.0545561396,23.9530199584,66.3246726757,9.7223073659,0.9977953825,51.2924908286,34356300.0,1560.1214333325,53.6,15141165.0,44.071,312690.0,1223020000.0
1976,prt,2025-04-03 02:52:37 UTC,47.574,60.6952633096,43.2896174863,26.6994535519,0.2611211643,20.0,1082.4,95.09,10.9,2.82,101.597216537,75.03,20332831564.986694,6.9002315286,2173.2839342597,3.9027137574,16.2741297875,21.1419048032,91500.0,1504934.0,72.6,65.3,68.8609756098,0.0,32.6,20.2,39.4,40490.0,30.2290833326,7.4316939891,27.2431660311,62.2295885312,10.5272454377,2.8440967172,52.0723756605,9355810.0,4061.6472544868,38.0,5503181.0,58.821,92120.0,3904791953.99635
1976,rou,2025-04-03 02:52:37 UTC,73.719,55.131117965,64.9257619172,42.372145524,0.4528658941,19.4,3116.4,104.58,9.5,2.54,117.2540983607,110.13,38067567567.5676,-12.9182107298,1658.758739,-12.1584413413,195.003978593,230.6224949002,230340.0,6350600.0,72.06,67.45,69.6987804878,0.0,33.0,16.4,40.5,18748.0,0.002,3.2907875315,25.6541733904,64.4616011767,9.8842254329,1.2045877622,51.6117689701,21551634.0,1966.4402244396,42.38,12211371.0,56.661,238390.0,932008735.4824289
1976,svk,2025-04-03 02:52:37 UTC,49.44,56.7218009094,50.8523908524,32.474012474,0.293316533,20.8,3775.8,98.91,9.5,2.55,61.6869398207,138.03,12915046978.1615,-14.5738038463,2437.1751701084,-14.6399599725,34.6071400834,9.8935051977,48100.0,834438.0,74.088,67.011,70.463195122,0.0,22.8,12.4,26.4,-4432.0,30.7695833333,1.0187110187,26.0122695799,63.8073287732,10.1804016469,1.0579184057,50.7571039843,4789507.0,2366.0616621959,12.6,2522585.0,52.669,49030.0,919587370.951195
1976,svn,2025-04-03 02:52:37 UTC,61.348,52.2403026993,28.0039721946,9.9304865938,0.1001754071,16.7,3230.1,91.69,10.0,2.201,316.775,90.16,19832029087.1272,-8.9001079301,9925.1407104468,-8.9578817561,94.9277875541,42.6229527318,20140.0,114161.0,74.2,66.6,70.3073170732,0.0,15.3,10.5,17.8,2226.0,27.5712,1.7874875869,23.4395758296,65.6856326222,10.8747915482,1.4759124858,52.2883495416,1820249.0,9351.3742563228,18.67,1028459.0,56.501,20270.0,112252402.588776
1976,swe,2025-04-03 02:52:37 UTC,25.097,56.2071665857,9.1692511189,7.362405383,0.364740414,12.0,3427.3,96.64,11.0,1.68,177.3894631544,99.62,89233541403.6135,1.0581048539,10852.6438272293,0.6912381004,11.9189664125,10.249224653,407339.7,1585361.0,77.94,72.14,74.9692682927,0.0,8.3,6.2,9.8,20324.0,4.3558916657,0.0098198138,20.6293069495,64.0175498755,15.353143175,0.3636860994,50.294512766,8222286.0,20797.1359789723,171.0,1414069.0,17.198,447420.11,3035642596.73134
1976,tur,2025-04-03 02:52:37 UTC,114.309,84.7668572044,49.2483401115,32.30383431,0.5933653817,35.578,1805.5,47.58,11.317,4.919,47.4214866061,42.87,51450000000.0,10.4611795563,1227.924096582,8.228602723,15.6126574915,17.4556893891,769630.0,13547370.0,63.565,57.003,59.965,0.0,104.8,50.6,152.1,-135377.0,1.60531e-05,3.6913841716,41.098963891,54.1222598782,4.7787762308,2.0418461032,48.7808790385,41899984.0,5417.6631666494,227.0,24265538.0,57.913,785350.0,1471465349.52027
1977,aut,2025-04-03 02:52:37 UTC,35.532,59.6311060491,38.5070285991,18.528841493,0.2020234051,11.3,4096.2,93.06,12.2,1.63,246.2230215827,86.82,51343861460.328,5.0799809835,6783.9514219367,5.0396480023,5.1987133295,5.4946156813,82520.0,1026231.0,75.5,68.5,71.9146341463,0.0,16.7,11.7,19.5,13245.0,16.526916666,1.1875908871,22.1761080898,62.6444274871,15.1794644231,0.0383904939,52.7621547084,7568430.0,7267.0289610923,55.0,2621628.0,34.639,83879.0,6813640726.05985
1977,bel,2025-04-03 02:52:37 UTC,24.783,55.2803996516,45.811492434,28.4178947021,0.099386004,12.4,8021.4,100.51,11.5,1.71,326.2223557692,98.39,82839905458.63821,0.6261549313,8426.9469594737,0.5019787939,7.4780598857,7.0960005913,30333.0,313300.0,76.18,69.53,72.773902439,0.0,14.1,9.6,16.7,10460.0,35.842749999,0.6791283421,21.4301053794,64.3996315127,14.1702631079,0.1234796454,51.132462057,9830358.0,1220.7083404287,12.0,510589.0,5.194,33120.0,10958484438.875
1977,bgr,2025-04-03 02:52:37 UTC,77.311,50.5461545012,56.0968995752,35.5870921088,0.4471738036,16.1,3381.4,119.81,10.7,2.21,188.3700787402,142.0,19839230769.2308,4.90016186,2238.8029578657,4.5511442295,2.8209383683,2.7,110630.0,2240961.0,73.5,68.26,70.816097561,0.0,22.7,11.8,27.1,-11955.0,0.0039379264705882355,3.3987164422,22.2353244625,66.4248106065,11.339864931,0.5190988804,50.0988734975,8804183.0,2385.2298390435,21.0,3572033.0,40.572,110990.0,670207829.90459
